"paper","label","numeric"
683360,"Probabilistic_Methods",4
1129040,"Genetic_Algorithms",6
52515,"Probabilistic_Methods",4
41666,"Theory",5
1128319,"Genetic_Algorithms",6
1152379,"Theory",5
1136342,"Genetic_Algorithms",6
1125492,"Genetic_Algorithms",6
1108728,"Rule_Learning",2
265203,"Genetic_Algorithms",6
628888,"Neural_Networks",1
1127619,"Rule_Learning",2
56112,"Genetic_Algorithms",6
56115,"Genetic_Algorithms",6
56119,"Genetic_Algorithms",6
89547,"Theory",5
51831,"Neural_Networks",1
91038,"Probabilistic_Methods",4
96847,"Genetic_Algorithms",6
521855,"Probabilistic_Methods",4
594483,"Genetic_Algorithms",6
1119623,"Probabilistic_Methods",4
96851,"Genetic_Algorithms",6
1136397,"Neural_Networks",1
158172,"Probabilistic_Methods",4
1127657,"Theory",5
131315,"Neural_Networks",1
131318,"Neural_Networks",1
289945,"Neural_Networks",1
62718,"Case_Based",7
229635,"Genetic_Algorithms",6
56167,"Case_Based",7
1119654,"Case_Based",7
51879,"Probabilistic_Methods",4
10435,"Case_Based",7
137873,"Probabilistic_Methods",4
168332,"Reinforcement_Learning",3
330208,"Neural_Networks",1
689152,"Neural_Networks",1
1120444,"Case_Based",7
1153877,"Case_Based",7
111770,"Probabilistic_Methods",4
1153879,"Case_Based",7
108047,"Genetic_Algorithms",6
1131300,"Probabilistic_Methods",4
362926,"Rule_Learning",2
129896,"Probabilistic_Methods",4
129897,"Probabilistic_Methods",4
59045,"Theory",5
1153889,"Case_Based",7
239810,"Case_Based",7
20601,"Theory",5
20602,"Theory",5
416964,"Neural_Networks",1
38722,"Theory",5
72908,"Rule_Learning",2
116081,"Rule_Learning",2
1153897,"Genetic_Algorithms",6
116084,"Rule_Learning",2
116087,"Rule_Learning",2
1113182,"Reinforcement_Learning",3
1131330,"Probabilistic_Methods",4
582139,"Neural_Networks",1
561809,"Probabilistic_Methods",4
14062,"Genetic_Algorithms",6
1104449,"Neural_Networks",1
39474,"Genetic_Algorithms",6
27895,"Theory",5
167670,"Probabilistic_Methods",4
1131345,"Neural_Networks",1
1131348,"Neural_Networks",1
14083,"Neural_Networks",1
1103737,"Theory",5
65650,"Theory",5
93273,"Theory",5
65653,"Theory",5
5194,"Neural_Networks",1
14090,"Probabilistic_Methods",4
1131360,"Genetic_Algorithms",6
1130634,"Neural_Networks",1
976284,"Theory",5
1130637,"Case_Based",7
593022,"Genetic_Algorithms",6
1131374,"Genetic_Algorithms",6
975567,"Genetic_Algorithms",6
133550,"Neural_Networks",1
145134,"Neural_Networks",1
1130653,"Case_Based",7
1130657,"Case_Based",7
1104495,"Neural_Networks",1
133566,"Neural_Networks",1
133567,"Neural_Networks",1
1122642,"Neural_Networks",1
1114629,"Reinforcement_Learning",3
91852,"Case_Based",7
91853,"Case_Based",7
376704,"Case_Based",7
1153101,"Rule_Learning",2
32276,"Theory",5
1130678,"Neural_Networks",1
83847,"Neural_Networks",1
8079,"Theory",5
593068,"Genetic_Algorithms",6
285675,"Neural_Networks",1
1130680,"Neural_Networks",1
1106630,"Neural_Networks",1
278394,"Neural_Networks",1
285687,"Neural_Networks",1
69284,"Genetic_Algorithms",6
6639,"Rule_Learning",2
14807,"Theory",5
152483,"Genetic_Algorithms",6
683404,"Probabilistic_Methods",4
593091,"Genetic_Algorithms",6
1117501,"Neural_Networks",1
99023,"Neural_Networks",1
99025,"Neural_Networks",1
513189,"Genetic_Algorithms",6
1152421,"Genetic_Algorithms",6
1153150,"Rule_Learning",2
99030,"Neural_Networks",1
1105932,"Rule_Learning",2
1153160,"Theory",5
1106671,"Neural_Networks",1
531348,"Probabilistic_Methods",4
577086,"Genetic_Algorithms",6
531351,"Probabilistic_Methods",4
25702,"Neural_Networks",1
87482,"Neural_Networks",1
135765,"Rule_Learning",2
135766,"Rule_Learning",2
1132864,"Probabilistic_Methods",4
22886,"Case_Based",7
1118286,"Rule_Learning",2
162664,"Probabilistic_Methods",4
1109542,"Probabilistic_Methods",4
1116835,"Neural_Networks",1
1116839,"Case_Based",7
1103016,"Neural_Networks",1
1128425,"Neural_Networks",1
1116842,"Theory",5
1136446,"Neural_Networks",1
1136447,"Neural_Networks",1
27199,"Theory",5
1125597,"Genetic_Algorithms",6
1132887,"Probabilistic_Methods",4
593813,"Genetic_Algorithms",6
594543,"Genetic_Algorithms",6
917493,"Neural_Networks",1
1128430,"Case_Based",7
51909,"Rule_Learning",2
1108834,"Neural_Networks",1
1128437,"Theory",5
989397,"Theory",5
97645,"Genetic_Algorithms",6
8832,"Case_Based",7
1103031,"Probabilistic_Methods",4
346243,"Theory",5
1119708,"Genetic_Algorithms",6
36620,"Case_Based",7
25772,"Neural_Networks",1
640617,"Genetic_Algorithms",6
8865,"Genetic_Algorithms",6
950986,"Neural_Networks",1
35905,"Neural_Networks",1
8875,"Genetic_Algorithms",6
25791,"Neural_Networks",1
100961,"Neural_Networks",1
738941,"Neural_Networks",1
64271,"Case_Based",7
3084,"Case_Based",7
3085,"Case_Based",7
28649,"Theory",5
3095,"Case_Based",7
3097,"Case_Based",7
1153943,"Genetic_Algorithms",6
1121254,"Probabilistic_Methods",4
74427,"Neural_Networks",1
231249,"Genetic_Algorithms",6
1105221,"Genetic_Algorithms",6
28674,"Theory",5
1129907,"Probabilistic_Methods",4
650807,"Genetic_Algorithms",6
348437,"Theory",5
1688,"Genetic_Algorithms",6
33013,"Reinforcement_Learning",3
38829,"Case_Based",7
307015,"Genetic_Algorithms",6
127033,"Genetic_Algorithms",6
310742,"Probabilistic_Methods",4
1694,"Genetic_Algorithms",6
650834,"Genetic_Algorithms",6
1131420,"Neural_Networks",1
193918,"Neural_Networks",1
85324,"Neural_Networks",1
642827,"Probabilistic_Methods",4
38845,"Case_Based",7
193931,"Neural_Networks",1
193932,"Neural_Networks",1
4553,"Rule_Learning",2
1116146,"Case_Based",7
85352,"Genetic_Algorithms",6
261040,"Case_Based",7
145215,"Case_Based",7
646412,"Probabilistic_Methods",4
1131464,"Neural_Networks",1
1131466,"Probabilistic_Methods",4
574264,"Genetic_Algorithms",6
458439,"Theory",5
57764,"Theory",5
646440,"Probabilistic_Methods",4
1111899,"Case_Based",7
521252,"Theory",5
1115471,"Rule_Learning",2
1123493,"Theory",5
601462,"Genetic_Algorithms",6
421481,"Probabilistic_Methods",4
385572,"Neural_Networks",1
30934,"Theory",5
84695,"Neural_Networks",1
189566,"Probabilistic_Methods",4
69397,"Theory",5
6741,"Theory",5
177998,"Genetic_Algorithms",6
395725,"Neural_Networks",1
61417,"Rule_Learning",2
54129,"Genetic_Algorithms",6
1118347,"Neural_Networks",1
1106764,"Rule_Learning",2
102406,"Theory",5
75972,"Rule_Learning",2
95579,"Reinforcement_Learning",3
54132,"Genetic_Algorithms",6
27243,"Theory",5
1153262,"Probabilistic_Methods",4
1153264,"Theory",5
30973,"Neural_Networks",1
1129208,"Theory",5
1106771,"Neural_Networks",1
27249,"Theory",5
95586,"Reinforcement_Learning",3
95588,"Reinforcement_Learning",3
255233,"Case_Based",7
6775,"Neural_Networks",1
129287,"Neural_Networks",1
27250,"Theory",5
19231,"Theory",5
1153275,"Theory",5
1132948,"Neural_Networks",1
1106789,"Probabilistic_Methods",4
95597,"Reinforcement_Learning",3
6784,"Neural_Networks",1
682815,"Genetic_Algorithms",6
1153280,"Genetic_Algorithms",6
148170,"Genetic_Algorithms",6
263279,"Genetic_Algorithms",6
1116922,"Rule_Learning",2
1152564,"Case_Based",7
1118388,"Case_Based",7
851968,"Neural_Networks",1
3101,"Case_Based",7
1129243,"Reinforcement_Learning",3
170798,"Case_Based",7
3112,"Case_Based",7
503877,"Genetic_Algorithms",6
17821,"Reinforcement_Learning",3
503883,"Genetic_Algorithms",6
561238,"Genetic_Algorithms",6
1110438,"Neural_Networks",1
575795,"Genetic_Algorithms",6
1116974,"Neural_Networks",1
272720,"Theory",5
415693,"Genetic_Algorithms",6
18582,"Genetic_Algorithms",6
11325,"Rule_Learning",2
11326,"Theory",5
1103162,"Reinforcement_Learning",3
1111186,"Neural_Networks",1
578645,"Genetic_Algorithms",6
578646,"Genetic_Algorithms",6
578649,"Genetic_Algorithms",6
1121313,"Case_Based",7
11335,"Rule_Learning",2
1102442,"Theory",5
11339,"Theory",5
52784,"Theory",5
11342,"Theory",5
1130080,"Neural_Networks",1
3191,"Probabilistic_Methods",4
3192,"Probabilistic_Methods",4
400455,"Neural_Networks",1
1135899,"Neural_Networks",1
591017,"Rule_Learning",2
751408,"Neural_Networks",1
1140230,"Neural_Networks",1
1140231,"Neural_Networks",1
1106052,"Case_Based",7
70970,"Genetic_Algorithms",6
67245,"Neural_Networks",1
67246,"Neural_Networks",1
205196,"Neural_Networks",1
135130,"Reinforcement_Learning",3
123556,"Neural_Networks",1
645084,"Probabilistic_Methods",4
1786,"Rule_Learning",2
66556,"Genetic_Algorithms",6
1130808,"Neural_Networks",1
4649,"Rule_Learning",2
582343,"Theory",5
395075,"Genetic_Algorithms",6
582349,"Neural_Networks",1
20833,"Case_Based",7
1131549,"Genetic_Algorithms",6
58552,"Neural_Networks",1
85449,"Neural_Networks",1
49811,"Theory",5
77438,"Probabilistic_Methods",4
4660,"Theory",5
66594,"Theory",5
66596,"Rule_Learning",2
314459,"Neural_Networks",1
1116268,"Theory",5
1103960,"Genetic_Algorithms",6
49843,"Rule_Learning",2
1103969,"Probabilistic_Methods",4
593240,"Genetic_Algorithms",6
207395,"Case_Based",7
593248,"Genetic_Algorithms",6
943087,"Theory",5
7532,"Neural_Networks",1
7537,"Neural_Networks",1
25181,"Neural_Networks",1
25184,"Neural_Networks",1
16437,"Neural_Networks",1
1103985,"Genetic_Algorithms",6
6814,"Probabilistic_Methods",4
6818,"Probabilistic_Methods",4
1154042,"Neural_Networks",1
23738,"Theory",5
1107558,"Probabilistic_Methods",4
137359,"Rule_Learning",2
16451,"Neural_Networks",1
318071,"Probabilistic_Methods",4
232860,"Neural_Networks",1
1107572,"Theory",5
49895,"Rule_Learning",2
16474,"Neural_Networks",1
1154076,"Genetic_Algorithms",6
626999,"Neural_Networks",1
137380,"Rule_Learning",2
1119178,"Case_Based",7
33904,"Genetic_Algorithms",6
1119180,"Case_Based",7
33907,"Genetic_Algorithms",6
174418,"Theory",5
70281,"Neural_Networks",1
73119,"Probabilistic_Methods",4
9716,"Theory",5
174425,"Theory",5
416455,"Genetic_Algorithms",6
18615,"Rule_Learning",2
127940,"Neural_Networks",1
1152663,"Reinforcement_Learning",3
675649,"Neural_Networks",1
1117760,"Reinforcement_Learning",3
1138091,"Case_Based",7
1152673,"Neural_Networks",1
321004,"Genetic_Algorithms",6
139547,"Neural_Networks",1
45533,"Neural_Networks",1
3217,"Theory",5
1111240,"Neural_Networks",1
523574,"Probabilistic_Methods",4
1110515,"Genetic_Algorithms",6
73162,"Probabilistic_Methods",4
52835,"Rule_Learning",2
3220,"Neural_Networks",1
3223,"Theory",5
1129367,"Genetic_Algorithms",6
1129368,"Genetic_Algorithms",6
1129369,"Genetic_Algorithms",6
84021,"Genetic_Algorithms",6
1127913,"Genetic_Algorithms",6
3233,"Probabilistic_Methods",4
3235,"Probabilistic_Methods",4
3236,"Theory",5
562067,"Probabilistic_Methods",4
3240,"Theory",5
92065,"Neural_Networks",1
213246,"Neural_Networks",1
911198,"Neural_Networks",1
12158,"Theory",5
20178,"Case_Based",7
20179,"Case_Based",7
80491,"Neural_Networks",1
561364,"Probabilistic_Methods",4
20180,"Case_Based",7
245955,"Reinforcement_Learning",3
1102548,"Case_Based",7
1817,"Genetic_Algorithms",6
31043,"Neural_Networks",1
1102550,"Genetic_Algorithms",6
20193,"Case_Based",7
1110579,"Case_Based",7
213279,"Neural_Networks",1
1133010,"Probabilistic_Methods",4
157761,"Theory",5
31055,"Neural_Networks",1
12194,"Theory",5
1133028,"Theory",5
578780,"Genetic_Algorithms",6
12198,"Theory",5
12199,"Theory",5
90655,"Neural_Networks",1
6130,"Neural_Networks",1
337766,"Case_Based",7
112787,"Case_Based",7
1133047,"Genetic_Algorithms",6
1105428,"Rule_Learning",2
785678,"Genetic_Algorithms",6
644441,"Probabilistic_Methods",4
672064,"Neural_Networks",1
41216,"Neural_Networks",1
1105433,"Probabilistic_Methods",4
1113459,"Reinforcement_Learning",3
55770,"Case_Based",7
6163,"Reinforcement_Learning",3
259701,"Genetic_Algorithms",6
259702,"Genetic_Algorithms",6
1131607,"Probabilistic_Methods",4
430329,"Neural_Networks",1
643734,"Neural_Networks",1
643735,"Neural_Networks",1
656048,"Case_Based",7
1131611,"Theory",5
617575,"Neural_Networks",1
1105450,"Theory",5
15076,"Neural_Networks",1
10793,"Theory",5
1117049,"Genetic_Algorithms",6
647315,"Genetic_Algorithms",6
33231,"Probabilistic_Methods",4
1116328,"Neural_Networks",1
1104749,"Genetic_Algorithms",6
594025,"Genetic_Algorithms",6
315266,"Probabilistic_Methods",4
643777,"Neural_Networks",1
1130927,"Neural_Networks",1
1132385,"Theory",5
1108329,"Case_Based",7
1130929,"Neural_Networks",1
1104769,"Probabilistic_Methods",4
594047,"Genetic_Algorithms",6
1130931,"Neural_Networks",1
1130934,"Neural_Networks",1
141868,"Case_Based",7
593329,"Genetic_Algorithms",6
144701,"Genetic_Algorithms",6
574462,"Genetic_Algorithms",6
60170,"Neural_Networks",1
120039,"Case_Based",7
502574,"Case_Based",7
293974,"Probabilistic_Methods",4
1119216,"Probabilistic_Methods",4
1108363,"Case_Based",7
191216,"Neural_Networks",1
469504,"Neural_Networks",1
358866,"Probabilistic_Methods",4
1116397,"Case_Based",7
191222,"Neural_Networks",1
36145,"Neural_Networks",1
1115677,"Neural_Networks",1
577331,"Genetic_Algorithms",6
31863,"Probabilistic_Methods",4
566488,"Case_Based",7
358887,"Probabilistic_Methods",4
6935,"Rule_Learning",2
6939,"Rule_Learning",2
197783,"Neural_Networks",1
34708,"Neural_Networks",1
1107674,"Genetic_Algorithms",6
248119,"Theory",5
318187,"Rule_Learning",2
1152714,"Neural_Networks",1
1154173,"Probabilistic_Methods",4
300071,"Probabilistic_Methods",4
1120020,"Reinforcement_Learning",3
423816,"Genetic_Algorithms",6
1106966,"Reinforcement_Learning",3
148341,"Genetic_Algorithms",6
136766,"Rule_Learning",2
325497,"Reinforcement_Learning",3
136767,"Theory",5
136768,"Rule_Learning",2
409255,"Neural_Networks",1
1152740,"Reinforcement_Learning",3
1117833,"Case_Based",7
309476,"Theory",5
1120059,"Neural_Networks",1
80515,"Neural_Networks",1
65212,"Neural_Networks",1
15892,"Case_Based",7
1120084,"Neural_Networks",1
576691,"Genetic_Algorithms",6
148399,"Theory",5
175291,"Neural_Networks",1
1112071,"Probabilistic_Methods",4
117,"Reinforcement_Learning",3
157805,"Theory",5
300806,"Neural_Networks",1
31105,"Neural_Networks",1
154982,"Probabilistic_Methods",4
141160,"Neural_Networks",1
112813,"Case_Based",7
98693,"Genetic_Algorithms",6
98698,"Genetic_Algorithms",6
192734,"Theory",5
12247,"Theory",5
1109891,"Neural_Networks",1
141171,"Neural_Networks",1
312409,"Neural_Networks",1
608190,"Genetic_Algorithms",6
608191,"Genetic_Algorithms",6
55801,"Case_Based",7
1136791,"Genetic_Algorithms",6
815073,"Neural_Networks",1
1114222,"Probabilistic_Methods",4
173884,"Probabilistic_Methods",4
1102646,"Neural_Networks",1
63832,"Genetic_Algorithms",6
211906,"Theory",5
83449,"Case_Based",7
2654,"Theory",5
815096,"Neural_Networks",1
277263,"Rule_Learning",2
1105505,"Neural_Networks",1
48550,"Neural_Networks",1
83461,"Rule_Learning",2
48555,"Neural_Networks",1
6238,"Theory",5
636500,"Theory",5
340078,"Neural_Networks",1
1113534,"Neural_Networks",1
578898,"Genetic_Algorithms",6
1951,"Case_Based",7
1952,"Case_Based",7
1956,"Case_Based",7
636511,"Neural_Networks",1
463825,"Theory",5
1121569,"Neural_Networks",1
1105531,"Probabilistic_Methods",4
14428,"Probabilistic_Methods",4
14429,"Probabilistic_Methods",4
74749,"Theory",5
14430,"Probabilistic_Methods",4
14431,"Probabilistic_Methods",4
1132434,"Neural_Networks",1
648121,"Neural_Networks",1
582511,"Theory",5
688849,"Neural_Networks",1
1997,"Probabilistic_Methods",4
1131728,"Case_Based",7
1106298,"Theory",5
86359,"Reinforcement_Learning",3
647413,"Genetic_Algorithms",6
1120880,"Neural_Networks",1
1131734,"Genetic_Algorithms",6
562940,"Rule_Learning",2
230879,"Neural_Networks",1
1104851,"Theory",5
1152075,"Theory",5
58758,"Genetic_Algorithms",6
230884,"Neural_Networks",1
34082,"Probabilistic_Methods",4
1132486,"Neural_Networks",1
39890,"Probabilistic_Methods",4
66782,"Rule_Learning",2
218410,"Reinforcement_Learning",3
647447,"Genetic_Algorithms",6
1117184,"Case_Based",7
66794,"Probabilistic_Methods",4
227178,"Genetic_Algorithms",6
936,"Case_Based",7
940,"Case_Based",7
575292,"Genetic_Algorithms",6
941,"Case_Based",7
1109185,"Neural_Networks",1
85688,"Rule_Learning",2
28202,"Reinforcement_Learning",3
50807,"Genetic_Algorithms",6
379288,"Case_Based",7
1154229,"Probabilistic_Methods",4
1109199,"Genetic_Algorithms",6
118682,"Probabilistic_Methods",4
153598,"Reinforcement_Learning",3
1154251,"Neural_Networks",1
62417,"Probabilistic_Methods",4
1125909,"Probabilistic_Methods",4
79809,"Theory",5
739280,"Neural_Networks",1
70441,"Case_Based",7
70442,"Case_Based",7
70444,"Case_Based",7
79817,"Probabilistic_Methods",4
129558,"Case_Based",7
892139,"Reinforcement_Learning",3
576725,"Genetic_Algorithms",6
28254,"Neural_Networks",1
1246,"Reinforcement_Learning",3
237376,"Theory",5
27531,"Neural_Networks",1
397488,"Genetic_Algorithms",6
42847,"Neural_Networks",1
42848,"Genetic_Algorithms",6
155736,"Theory",5
155738,"Theory",5
39124,"Case_Based",7
39127,"Rule_Learning",2
39130,"Case_Based",7
1153577,"Genetic_Algorithms",6
335733,"Genetic_Algorithms",6
28290,"Reinforcement_Learning",3
18815,"Case_Based",7
1136814,"Genetic_Algorithms",6
1120169,"Theory",5
82087,"Genetic_Algorithms",6
178209,"Rule_Learning",2
139738,"Neural_Networks",1
82090,"Genetic_Algorithms",6
18834,"Reinforcement_Learning",3
39165,"Probabilistic_Methods",4
190698,"Neural_Networks",1
1125992,"Case_Based",7
1109957,"Reinforcement_Learning",3
46470,"Theory",5
46476,"Rule_Learning",2
1129570,"Genetic_Algorithms",6
1071981,"Reinforcement_Learning",3
1129573,"Genetic_Algorithms",6
39199,"Neural_Networks",1
12337,"Neural_Networks",1
29723,"Probabilistic_Methods",4
694759,"Genetic_Algorithms",6
46491,"Theory",5
1128856,"Rule_Learning",2
1107010,"Case_Based",7
643199,"Genetic_Algorithms",6
1104182,"Reinforcement_Learning",3
12347,"Neural_Networks",1
63915,"Neural_Networks",1
519353,"Probabilistic_Methods",4
608292,"Genetic_Algorithms",6
1121603,"Neural_Networks",1
1130356,"Theory",5
12359,"Neural_Networks",1
192850,"Theory",5
7032,"Probabilistic_Methods",4
1128881,"Rule_Learning",2
140569,"Neural_Networks",1
1114331,"Genetic_Algorithms",6
7041,"Neural_Networks",1
561581,"Probabilistic_Methods",4
561582,"Probabilistic_Methods",4
192870,"Neural_Networks",1
1113614,"Reinforcement_Learning",3
1102761,"Case_Based",7
116528,"Theory",5
561595,"Probabilistic_Methods",4
94416,"Rule_Learning",2
5600,"Case_Based",7
1000012,"Rule_Learning",2
1114364,"Neural_Networks",1
1121659,"Probabilistic_Methods",4
66809,"Reinforcement_Learning",3
6343,"Case_Based",7
212777,"Rule_Learning",2
583318,"Genetic_Algorithms",6
709518,"Neural_Networks",1
350319,"Neural_Networks",1
116553,"Genetic_Algorithms",6
170338,"Reinforcement_Learning",3
179706,"Neural_Networks",1
1112929,"Neural_Networks",1
656231,"Case_Based",7
14531,"Case_Based",7
1106370,"Neural_Networks",1
1109208,"Genetic_Algorithms",6
1114398,"Neural_Networks",1
95188,"Case_Based",7
510718,"Probabilistic_Methods",4
208345,"Case_Based",7
6378,"Reinforcement_Learning",3
22563,"Neural_Networks",1
10981,"Neural_Networks",1
110041,"Genetic_Algorithms",6
14549,"Theory",5
95198,"Case_Based",7
6385,"Reinforcement_Learning",3
575331,"Genetic_Algorithms",6
568045,"Rule_Learning",2
1136110,"Neural_Networks",1
1131828,"Case_Based",7
67584,"Probabilistic_Methods",4
243274,"Neural_Networks",1
135464,"Neural_Networks",1
1105672,"Neural_Networks",1
93755,"Theory",5
756061,"Neural_Networks",1
522338,"Probabilistic_Methods",4
219239,"Theory",5
61073,"Genetic_Algorithms",6
262178,"Genetic_Algorithms",6
686015,"Neural_Networks",1
1110024,"Case_Based",7
613409,"Probabilistic_Methods",4
686030,"Neural_Networks",1
227286,"Neural_Networks",1
45061,"Theory",5
646836,"Genetic_Algorithms",6
1108551,"Theory",5
13885,"Neural_Networks",1
1104999,"Genetic_Algorithms",6
566653,"Case_Based",7
1127430,"Genetic_Algorithms",6
299197,"Neural_Networks",1
1135455,"Neural_Networks",1
97377,"Theory",5
592826,"Rule_Learning",2
566664,"Case_Based",7
633030,"Probabilistic_Methods",4
633031,"Probabilistic_Methods",4
686061,"Theory",5
592830,"Rule_Learning",2
573964,"Genetic_Algorithms",6
1155073,"Rule_Learning",2
17476,"Reinforcement_Learning",3
17477,"Genetic_Algorithms",6
190706,"Genetic_Algorithms",6
28336,"Genetic_Algorithms",6
573978,"Genetic_Algorithms",6
1107861,"Theory",5
17488,"Reinforcement_Learning",3
1128198,"Genetic_Algorithms",6
1108597,"Case_Based",7
103515,"Genetic_Algorithms",6
27623,"Neural_Networks",1
200480,"Case_Based",7
103529,"Case_Based",7
649730,"Neural_Networks",1
39210,"Neural_Networks",1
46501,"Theory",5
27632,"Reinforcement_Learning",3
649739,"Neural_Networks",1
1119471,"Theory",5
103531,"Case_Based",7
470511,"Case_Based",7
509233,"Theory",5
236759,"Neural_Networks",1
237489,"Neural_Networks",1
1152944,"Reinforcement_Learning",3
1118764,"Theory",5
643221,"Probabilistic_Methods",4
212097,"Probabilistic_Methods",4
608326,"Genetic_Algorithms",6
643239,"Probabilistic_Methods",4
1131116,"Genetic_Algorithms",6
202639,"Neural_Networks",1
141324,"Genetic_Algorithms",6
294145,"Rule_Learning",2
1128927,"Rule_Learning",2
561610,"Probabilistic_Methods",4
561611,"Probabilistic_Methods",4
147870,"Neural_Networks",1
248395,"Neural_Networks",1
1128935,"Rule_Learning",2
241133,"Theory",5
141342,"Genetic_Algorithms",6
141347,"Genetic_Algorithms",6
1128946,"Genetic_Algorithms",6
1131164,"Probabilistic_Methods",4
12439,"Neural_Networks",1
1131167,"Probabilistic_Methods",4
1129683,"Genetic_Algorithms",6
359067,"Case_Based",7
117315,"Genetic_Algorithms",6
117316,"Genetic_Algorithms",6
144212,"Genetic_Algorithms",6
1106401,"Theory",5
1134022,"Genetic_Algorithms",6
13193,"Reinforcement_Learning",3
1131192,"Probabilistic_Methods",4
1107136,"Genetic_Algorithms",6
1131195,"Neural_Networks",1
1128982,"Genetic_Algorithms",6
121792,"Neural_Networks",1
653441,"Probabilistic_Methods",4
385251,"Theory",5
1126011,"Probabilistic_Methods",4
1134031,"Rule_Learning",2
642593,"Neural_Networks",1
1115166,"Case_Based",7
737204,"Neural_Networks",1
118079,"Reinforcement_Learning",3
1122460,"Neural_Networks",1
1114442,"Genetic_Algorithms",6
589923,"Probabilistic_Methods",4
1121739,"Reinforcement_Learning",3
626574,"Probabilistic_Methods",4
1126037,"Neural_Networks",1
645452,"Probabilistic_Methods",4
753264,"Theory",5
1126044,"Neural_Networks",1
74920,"Probabilistic_Methods",4
74921,"Probabilistic_Methods",4
1105718,"Neural_Networks",1
48764,"Reinforcement_Learning",3
48768,"Reinforcement_Learning",3
1113742,"Genetic_Algorithms",6
74937,"Neural_Networks",1
575402,"Genetic_Algorithms",6
168958,"Neural_Networks",1
78508,"Neural_Networks",1
289085,"Neural_Networks",1
78511,"Genetic_Algorithms",6
308232,"Rule_Learning",2
682508,"Probabilistic_Methods",4
75691,"Neural_Networks",1
75693,"Reinforcement_Learning",3
75694,"Reinforcement_Learning",3
155158,"Rule_Learning",2
1105764,"Reinforcement_Learning",3
1152259,"Probabilistic_Methods",4
579008,"Genetic_Algorithms",6
1128201,"Genetic_Algorithms",6
1133390,"Theory",5
1118083,"Neural_Networks",1
78549,"Neural_Networks",1
604073,"Neural_Networks",1
595056,"Genetic_Algorithms",6
1118092,"Reinforcement_Learning",3
1125386,"Theory",5
78552,"Neural_Networks",1
78555,"Neural_Networks",1
78557,"Neural_Networks",1
646900,"Genetic_Algorithms",6
595063,"Genetic_Algorithms",6
648369,"Neural_Networks",1
1128227,"Genetic_Algorithms",6
89416,"Probabilistic_Methods",4
578306,"Neural_Networks",1
683294,"Probabilistic_Methods",4
440815,"Probabilistic_Methods",4
126867,"Case_Based",7
126868,"Case_Based",7
72056,"Neural_Networks",1
1119505,"Genetic_Algorithms",6
1128256,"Theory",5
1108656,"Case_Based",7
71336,"Neural_Networks",1
1109392,"Neural_Networks",1
40886,"Neural_Networks",1
1115959,"Neural_Networks",1
578347,"Neural_Networks",1
284023,"Neural_Networks",1
345340,"Reinforcement_Learning",3
621555,"Neural_Networks",1
118873,"Neural_Networks",1
8687,"Rule_Learning",2
226698,"Neural_Networks",1
578365,"Neural_Networks",1
1135589,"Neural_Networks",1
8696,"Theory",5
1118823,"Theory",5
411005,"Neural_Networks",1
509315,"Genetic_Algorithms",6
171954,"Theory",5
230300,"Reinforcement_Learning",3
1105011,"Probabilistic_Methods",4
1121057,"Case_Based",7
592973,"Genetic_Algorithms",6
592975,"Genetic_Algorithms",6
48066,"Theory",5
248431,"Genetic_Algorithms",6
1121063,"Theory",5
592986,"Genetic_Algorithms",6
48075,"Rule_Learning",2
289885,"Probabilistic_Methods",4
592993,"Genetic_Algorithms",6
592996,"Genetic_Algorithms",6
28489,"Reinforcement_Learning",3
590022,"Probabilistic_Methods",4
111676,"Case_Based",7
13205,"Reinforcement_Learning",3
13208,"Reinforcement_Learning",3
102938,"Neural_Networks",1
102939,"Neural_Networks",1
416867,"Theory",5
72805,"Rule_Learning",2
574009,"Genetic_Algorithms",6
294239,"Neural_Networks",1
1131223,"Probabilistic_Methods",4
77108,"Theory",5
5064,"Case_Based",7
5069,"Case_Based",7
1131230,"Probabilistic_Methods",4
40125,"Probabilistic_Methods",4
1123215,"Theory",5
20526,"Reinforcement_Learning",3
20528,"Case_Based",7
77112,"Theory",5
107251,"Theory",5
107252,"Theory",5
5075,"Case_Based",7
126128,"Neural_Networks",1
734406,"Neural_Networks",1
40131,"Neural_Networks",1
703953,"Probabilistic_Methods",4
40135,"Neural_Networks",1
1131257,"Probabilistic_Methods",4
1123239,"Neural_Networks",1
1129778,"Genetic_Algorithms",6
662250,"Neural_Networks",1
711994,"Neural_Networks",1
273949,"Theory",5
1131266,"Probabilistic_Methods",4
1130539,"Case_Based",7
377303,"Genetic_Algorithms",6
179180,"Neural_Networks",1
1129798,"Genetic_Algorithms",6
1114512,"Rule_Learning",2
1110950,"Case_Based",7
12558,"Genetic_Algorithms",6
853114,"Neural_Networks",1
853115,"Neural_Networks",1
853116,"Neural_Networks",1
853118,"Neural_Networks",1
1114526,"Theory",5
212930,"Neural_Networks",1
206371,"Genetic_Algorithms",6
105856,"Neural_Networks",1
463,"Case_Based",7
20592,"Neural_Networks",1
51049,"Probabilistic_Methods",4
20593,"Neural_Networks",1
83746,"Neural_Networks",1
124734,"Theory",5
106590,"Probabilistic_Methods",4
1133417,"Probabilistic_Methods",4
1125402,"Probabilistic_Methods",4
1153024,"Probabilistic_Methods",4
853155,"Neural_Networks",1
1118120,"Neural_Networks",1
1105810,"Case_Based",7
1113831,"Genetic_Algorithms",6
