from,to,asim_likelihood,edge_exists_original,edge_exists_modified,seal_likelihood,dataset,modification
113,666,0.022658369,0.0,0.0,0.5306,dancer_01,base
113,685,0.0028898695,0.0,0.0,0.3677,dancer_01,base
113,692,0.0024412586,0.0,0.0,0.53,dancer_01,base
113,694,0.004240369,0.0,0.0,0.3385,dancer_01,base
7,113,0.2870003,0.0,0.0,0.9915,dancer_01,base
113,706,0.035172418,0.0,0.0,0.5278,dancer_01,base
113,707,0.0043950332,0.0,0.0,0.5301,dancer_01,base
113,712,0.00027027886,0.0,0.0,0.5435,dancer_01,base
113,722,0.028515076,0.0,0.0,0.5239,dancer_01,base
75,113,0.000503219,0.0,0.0,0.9908,dancer_01,base
113,764,0.02003204,1.0,0.0,0.2828,dancer_01,base
113,771,0.0006915537,0.0,0.0,0.5223,dancer_01,base
113,801,4.0060142e-05,0.0,0.0,0.5005,dancer_01,base
113,803,0.00019767636,0.0,0.0,0.2965,dancer_01,base
113,811,0.9887136,1.0,1.0,0.5223,dancer_01,base
113,817,0.051950555,0.0,0.0,0.5249,dancer_01,base
113,822,0.008325721,0.0,0.0,0.2828,dancer_01,base
113,842,0.027144704,0.0,0.0,0.4659,dancer_01,base
113,869,0.00030999104,0.0,0.0,0.4823,dancer_01,base
113,881,0.0014085558,0.0,0.0,0.5361,dancer_01,base
113,898,0.00394697,0.0,0.0,0.523,dancer_01,base
9,113,0.013210757,0.0,0.0,0.5247,dancer_01,base
113,903,0.00052800635,0.0,0.0,0.4827,dancer_01,base
113,912,2.0415914e-08,0.0,0.0,0.3277,dancer_01,base
113,955,0.12620719,0.0,0.0,0.5404,dancer_01,base
113,967,1.1552681e-06,0.0,0.0,0.196,dancer_01,base
97,113,0.53841907,0.0,0.0,0.9797,dancer_01,base
113,976,0.00012784754,0.0,0.0,0.5533,dancer_01,base
114,1163,0.0019292792,0.0,0.0,0.5394,dancer_01,base
114,1282,7.677432e-05,0.0,0.0,0.3446,dancer_01,base
114,1283,0.00012328755,0.0,0.0,0.3446,dancer_01,base
114,1284,0.0070838733,0.0,0.0,0.4659,dancer_01,base
114,1287,0.0004665233,0.0,0.0,0.3385,dancer_01,base
114,1289,0.0015886138,0.0,0.0,0.5318,dancer_01,base
114,1291,0.00039288172,0.0,0.0,0.196,dancer_01,base
114,1292,0.032596737,0.0,0.0,0.5221,dancer_01,base
114,1298,0.00012862364,0.0,0.0,0.534,dancer_01,base
114,1299,0.000568367,0.0,0.0,0.5343,dancer_01,base
114,1301,0.021687685,0.0,0.0,0.376,dancer_01,base
114,1303,3.2465323e-07,0.0,0.0,0.5369,dancer_01,base
114,1305,0.0055461023,0.0,0.0,0.4711,dancer_01,base
114,131,4.270082e-05,0.0,0.0,0.987,dancer_01,base
114,1316,0.99366534,1.0,1.0,0.5312,dancer_01,base
114,1519,0.0007880868,0.0,0.0,0.5215,dancer_01,base
114,1522,7.140627e-06,0.0,0.0,0.2828,dancer_01,base
114,1526,0.001896171,0.0,0.0,0.5311,dancer_01,base
114,1527,2.2153941e-05,0.0,0.0,0.5249,dancer_01,base
114,1530,0.12435108,0.0,0.0,0.5324,dancer_01,base
114,1536,0.00081444,0.0,0.0,0.196,dancer_01,base
114,1538,0.004508485,0.0,0.0,0.5314,dancer_01,base
114,1547,0.99287134,1.0,1.0,0.3307,dancer_01,base
114,1548,0.007946793,0.0,0.0,0.3409,dancer_01,base
114,1549,0.00044610884,0.0,0.0,0.4823,dancer_01,base
114,159,0.34694293,0.0,0.0,0.9843,dancer_01,base
114,161,0.00097206543,0.0,0.0,0.4852,dancer_01,base
17,114,0.1705195,0.0,0.0,0.987,dancer_01,base
114,180,2.2167887e-05,0.0,0.0,0.3698,dancer_01,base
114,186,0.0007142958,0.0,0.0,0.9816,dancer_01,base
114,188,5.7648396e-08,0.0,0.0,0.9784,dancer_01,base
19,114,0.1012632,0.0,0.0,0.3698,dancer_01,base
114,198,7.2090394e-08,0.0,0.0,0.5566,dancer_01,base
114,211,0.00081371976,0.0,0.0,0.4852,dancer_01,base
114,218,0.005139365,0.0,0.0,0.9855,dancer_01,base
114,219,7.956687e-05,0.0,0.0,0.9566,dancer_01,base
114,224,3.0018526e-05,0.0,0.0,0.4852,dancer_01,base
114,250,0.042036295,0.0,0.0,0.9685,dancer_01,base
114,254,0.0028757625,1.0,0.0,0.975,dancer_01,base
114,262,0.8781221,0.0,0.0,0.9783,dancer_01,base
114,271,0.00017696469,0.0,0.0,0.5414,dancer_01,base
114,275,0.027572846,0.0,0.0,0.9852,dancer_01,base
114,279,5.903192e-08,0.0,0.0,0.5566,dancer_01,base
114,284,8.7627246e-05,0.0,0.0,0.5454,dancer_01,base
114,289,0.036219254,0.0,0.0,0.9891,dancer_01,base
114,300,0.0005009591,0.0,0.0,0.5414,dancer_01,base
114,304,0.00063371344,0.0,0.0,0.985,dancer_01,base
114,314,0.6553719,0.0,0.0,0.9844,dancer_01,base
114,316,0.0012013373,0.0,0.0,0.9556,dancer_01,base
114,320,0.0063561667,0.0,0.0,0.9883,dancer_01,base
114,328,0.05529948,0.0,0.0,0.9858,dancer_01,base
34,114,0.011608047,0.0,0.0,0.9698,dancer_01,base
114,340,7.0309802e-09,0.0,0.0,0.9597,dancer_01,base
114,342,1.902333e-05,0.0,0.0,0.9566,dancer_01,base
114,344,0.003558638,0.0,0.0,0.9795,dancer_01,base
114,363,0.00052397494,0.0,0.0,0.9652,dancer_01,base
114,377,0.0014281037,0.0,0.0,0.9716,dancer_01,base
114,384,0.00151515,0.0,0.0,0.9873,dancer_01,base
39,114,0.0029845638,0.0,0.0,0.3698,dancer_01,base
114,392,4.1928088e-05,0.0,0.0,0.9652,dancer_01,base
40,114,0.004947838,0.0,0.0,0.3698,dancer_01,base
114,445,0.00010020973,0.0,0.0,0.9652,dancer_01,base
114,452,0.007232699,0.0,0.0,0.9702,dancer_01,base
114,453,0.0121090645,0.0,0.0,0.9866,dancer_01,base
114,472,1.8577455e-06,0.0,0.0,0.987,dancer_01,base
114,485,0.0023256151,0.0,0.0,0.5375,dancer_01,base
114,491,2.8209348e-07,0.0,0.0,0.9758,dancer_01,base
114,498,3.792982e-08,0.0,0.0,0.3698,dancer_01,base
114,501,5.5090164e-05,0.0,0.0,0.9715,dancer_01,base
114,507,0.029349916,0.0,0.0,0.9857,dancer_01,base
114,520,1.2871192e-06,0.0,0.0,0.9575,dancer_01,base
114,523,0.0062547065,0.0,0.0,0.3698,dancer_01,base
114,536,0.027634466,0.0,0.0,0.9833,dancer_01,base
55,114,6.734689e-09,0.0,0.0,0.4713,dancer_01,base
114,559,9.262307e-06,0.0,0.0,0.5375,dancer_01,base
114,560,0.016558945,0.0,0.0,0.9716,dancer_01,base
114,564,0.0006836053,0.0,0.0,0.5566,dancer_01,base
114,568,0.0515008,1.0,0.0,0.9575,dancer_01,base
114,582,1.2577418e-05,0.0,0.0,0.987,dancer_01,base
114,583,0.008603423,0.0,0.0,0.5566,dancer_01,base
114,613,1.3637232e-08,0.0,0.0,0.9837,dancer_01,base
114,617,0.12264169,0.0,0.0,0.5375,dancer_01,base
114,626,0.00077567925,0.0,0.0,0.9859,dancer_01,base
114,628,2.2765876e-07,0.0,0.0,0.4852,dancer_01,base
114,639,0.21808137,1.0,0.0,0.9817,dancer_01,base
114,648,0.0006286654,0.0,0.0,0.98,dancer_01,base
114,649,0.0015699608,0.0,0.0,0.9848,dancer_01,base
114,657,0.0021672589,0.0,0.0,0.9725,dancer_01,base
114,666,0.00598451,0.0,0.0,0.9866,dancer_01,base
114,685,0.062358856,0.0,0.0,0.9778,dancer_01,base
114,692,0.073583804,0.0,0.0,0.9911,dancer_01,base
114,694,0.0012735989,0.0,0.0,0.9581,dancer_01,base
7,114,0.43539178,0.0,0.0,0.982,dancer_01,base
114,706,0.009410554,0.0,0.0,0.989,dancer_01,base
114,707,0.096763045,0.0,0.0,0.9912,dancer_01,base
114,712,3.1313484e-05,0.0,0.0,0.9706,dancer_01,base
114,722,0.016470114,0.0,0.0,0.9762,dancer_01,base
75,114,7.8596626e-05,0.0,0.0,0.9835,dancer_01,base
114,764,2.796973e-05,0.0,0.0,0.4852,dancer_01,base
114,771,0.00352412,0.0,0.0,0.9842,dancer_01,base
114,801,0.0008775368,0.0,0.0,0.9597,dancer_01,base
114,803,0.040104702,0.0,0.0,0.5043,dancer_01,base
114,811,4.4285247e-05,0.0,0.0,0.9847,dancer_01,base
114,817,0.003149699,0.0,0.0,0.9833,dancer_01,base
114,822,0.00022116129,0.0,0.0,0.4852,dancer_01,base
114,842,0.012212383,0.0,0.0,0.9877,dancer_01,base
114,869,2.822081e-07,0.0,0.0,0.4823,dancer_01,base
114,881,0.010981799,0.0,0.0,0.5361,dancer_01,base
114,898,0.043750793,0.0,0.0,0.523,dancer_01,base
9,114,0.10911581,0.0,0.0,0.3698,dancer_01,base
114,903,0.04139805,0.0,0.0,0.4827,dancer_01,base
114,912,0.0010995456,0.0,0.0,0.3277,dancer_01,base
114,955,0.00044528718,0.0,0.0,0.5404,dancer_01,base
114,967,0.0030826328,0.0,0.0,0.196,dancer_01,base
97,114,0.016942386,0.0,0.0,0.9476,dancer_01,base
114,976,0.0029817952,0.0,0.0,0.5533,dancer_01,base
1163,1282,0.0037258447,0.0,0.0,0.5282,dancer_01,base
1163,1283,0.035121925,0.0,0.0,0.5282,dancer_01,base
1163,1284,4.5175155e-05,0.0,0.0,0.9798,dancer_01,base
1163,1287,0.0016401558,1.0,1.0,0.5212,dancer_01,base
1163,1289,0.043473843,0.0,0.0,0.9752,dancer_01,base
1163,1291,0.047937218,0.0,0.0,0.3405,dancer_01,base
1163,1292,0.00042938074,1.0,0.0,0.9775,dancer_01,base
1163,1298,0.00042796522,0.0,0.0,0.9743,dancer_01,base
1163,1299,0.015753841,0.0,0.0,0.9821,dancer_01,base
1163,1301,0.11354138,0.0,0.0,0.9871,dancer_01,base
1163,1303,0.010966278,0.0,0.0,0.9779,dancer_01,base
1163,1305,0.0006583039,0.0,0.0,0.9778,dancer_01,base
131,1163,0.010317084,0.0,0.0,0.9897,dancer_01,base
1163,1316,0.056095384,1.0,0.0,0.9899,dancer_01,base
1163,1519,0.98764974,1.0,1.0,0.9767,dancer_01,base
1163,1522,0.00015308565,1.0,0.0,0.4917,dancer_01,base
1163,1526,6.650506e-05,0.0,0.0,0.9736,dancer_01,base
1163,1527,0.4378307,0.0,0.0,0.9711,dancer_01,base
1163,1530,0.0070175747,0.0,0.0,0.9907,dancer_01,base
1163,1536,0.009807353,0.0,0.0,0.3405,dancer_01,base
1163,1538,0.04081187,0.0,0.0,0.983,dancer_01,base
1163,1547,4.909677e-06,0.0,0.0,0.971,dancer_01,base
1163,1548,0.0024397227,0.0,0.0,0.5237,dancer_01,base
1163,1549,1.8123968e-06,0.0,0.0,0.9588,dancer_01,base
159,1163,0.48736203,1.0,0.0,0.9899,dancer_01,base
161,1163,0.06534717,0.0,0.0,0.5394,dancer_01,base
17,1163,0.39702576,0.0,0.0,0.99,dancer_01,base
180,1163,0.003303047,0.0,0.0,0.9747,dancer_01,base
186,1163,0.0003620602,0.0,0.0,0.5394,dancer_01,base
188,1163,0.04288948,0.0,0.0,0.5394,dancer_01,base
19,1163,0.00010455514,0.0,0.0,0.5394,dancer_01,base
198,1163,0.00020779729,0.0,0.0,0.9635,dancer_01,base
211,1163,0.27472702,0.0,0.0,0.5394,dancer_01,base
218,1163,0.04943405,0.0,0.0,0.9903,dancer_01,base
219,1163,0.99836963,1.0,1.0,0.5377,dancer_01,base
224,1163,0.00021620015,0.0,0.0,0.5394,dancer_01,base
250,1163,1.5895017e-08,0.0,0.0,0.9837,dancer_01,base
254,1163,2.1154887e-05,0.0,0.0,0.5394,dancer_01,base
262,1163,0.046784423,0.0,0.0,0.99,dancer_01,base
271,1163,0.024267713,0.0,0.0,0.5394,dancer_01,base
275,1163,0.0009412263,0.0,0.0,0.9846,dancer_01,base
279,1163,0.016393404,0.0,0.0,0.971,dancer_01,base
284,1163,0.00034107256,0.0,0.0,0.5394,dancer_01,base
289,1163,0.0024508156,0.0,0.0,0.992,dancer_01,base
300,1163,0.034173165,0.0,0.0,0.5394,dancer_01,base
304,1163,0.040212575,0.0,0.0,0.9901,dancer_01,base
314,1163,0.09401737,0.0,0.0,0.9894,dancer_01,base
316,1163,0.0004059217,0.0,0.0,0.9636,dancer_01,base
320,1163,5.3713688e-05,0.0,0.0,0.9822,dancer_01,base
328,1163,0.055541173,0.0,0.0,0.9915,dancer_01,base
34,1163,0.4361025,0.0,0.0,0.9917,dancer_01,base
340,1163,0.05547481,0.0,0.0,0.9862,dancer_01,base
342,1163,0.0019027601,0.0,0.0,0.9696,dancer_01,base
344,1163,0.00048716864,0.0,0.0,0.9901,dancer_01,base
363,1163,0.051238332,0.0,0.0,0.99,dancer_01,base
377,1163,0.0002722888,0.0,0.0,0.5394,dancer_01,base
384,1163,0.27080026,0.0,0.0,0.9912,dancer_01,base
39,1163,0.00033800327,0.0,0.0,0.5394,dancer_01,base
392,1163,0.15932903,0.0,0.0,0.99,dancer_01,base
40,1163,0.20285532,0.0,0.0,0.5394,dancer_01,base
445,1163,0.08867202,0.0,0.0,0.99,dancer_01,base
452,1163,1.8276645e-05,0.0,0.0,0.5394,dancer_01,base
453,1163,0.000120430675,0.0,0.0,0.5394,dancer_01,base
472,1163,0.029518941,0.0,0.0,0.9916,dancer_01,base
485,1163,0.00010036513,0.0,0.0,0.9678,dancer_01,base
491,1163,0.22754242,0.0,0.0,0.5394,dancer_01,base
498,1163,0.000977019,0.0,0.0,0.5394,dancer_01,base
501,1163,0.00441182,0.0,0.0,0.9834,dancer_01,base
507,1163,0.033829834,0.0,0.0,0.5394,dancer_01,base
520,1163,0.0022486227,0.0,0.0,0.5394,dancer_01,base
523,1163,0.58132416,0.0,0.0,0.5394,dancer_01,base
536,1163,0.40605772,0.0,0.0,0.9903,dancer_01,base
55,1163,0.0050048246,0.0,0.0,0.5394,dancer_01,base
559,1163,3.185652e-05,0.0,0.0,0.9743,dancer_01,base
560,1163,0.00075378665,0.0,0.0,0.9837,dancer_01,base
564,1163,3.0285758e-09,0.0,0.0,0.5394,dancer_01,base
568,1163,1.03940145e-07,0.0,0.0,0.5394,dancer_01,base
582,1163,0.11937149,0.0,0.0,0.9899,dancer_01,base
583,1163,7.8857715e-07,0.0,0.0,0.5394,dancer_01,base
613,1163,5.8988804e-05,0.0,0.0,0.9889,dancer_01,base
617,1163,0.08606502,0.0,0.0,0.5394,dancer_01,base
626,1163,0.022123385,0.0,0.0,0.989,dancer_01,base
628,1163,0.008047784,0.0,0.0,0.5394,dancer_01,base
639,1163,0.30945045,1.0,0.0,0.9884,dancer_01,base
648,1163,0.0002894811,0.0,0.0,0.9837,dancer_01,base
649,1163,5.017668e-05,1.0,0.0,0.9879,dancer_01,base
657,1163,0.000108249835,0.0,0.0,0.5394,dancer_01,base
666,1163,9.861394e-05,0.0,0.0,0.9822,dancer_01,base
685,1163,0.0019230731,0.0,0.0,0.985,dancer_01,base
692,1163,0.005027877,0.0,0.0,0.9922,dancer_01,base
694,1163,0.00029340808,0.0,0.0,0.5394,dancer_01,base
7,1163,0.45975223,0.0,0.0,0.9902,dancer_01,base
706,1163,0.9977487,1.0,1.0,0.9901,dancer_01,base
707,1163,8.796263e-05,0.0,0.0,0.991,dancer_01,base
712,1163,1.8947145e-05,0.0,0.0,0.5394,dancer_01,base
722,1163,0.033310626,0.0,0.0,0.991,dancer_01,base
75,1163,0.00094394386,0.0,0.0,0.9917,dancer_01,base
764,1163,0.00013470628,0.0,0.0,0.5394,dancer_01,base
771,1163,0.02572063,0.0,0.0,0.9902,dancer_01,base
801,1163,0.018565226,1.0,0.0,0.9907,dancer_01,base
803,1163,0.16810945,0.0,0.0,0.5394,dancer_01,base
811,1163,0.36224326,0.0,0.0,0.9885,dancer_01,base
817,1163,0.35917494,0.0,0.0,0.54,dancer_01,base
822,1163,0.00956387,0.0,0.0,0.54,dancer_01,base
842,1163,0.0029432576,0.0,0.0,0.9862,dancer_01,base
869,1163,0.1038909,0.0,0.0,0.5394,dancer_01,base
881,1163,0.0036255384,0.0,0.0,0.5394,dancer_01,base
898,1163,5.3154905e-05,0.0,0.0,0.9916,dancer_01,base
9,1163,0.008478663,0.0,0.0,0.5409,dancer_01,base
903,1163,3.4330725e-07,1.0,0.0,0.9585,dancer_01,base
912,1163,0.0007167985,0.0,0.0,0.9635,dancer_01,base
955,1163,0.039756525,0.0,0.0,0.9893,dancer_01,base
967,1163,1.3899083e-05,0.0,0.0,0.5394,dancer_01,base
97,1163,0.19977914,0.0,0.0,0.9916,dancer_01,base
976,1163,0.00010527095,0.0,0.0,0.9886,dancer_01,base
1282,1283,1.7303996e-07,0.0,0.0,0.4393,dancer_01,base
1282,1284,8.565673e-07,0.0,0.0,0.9596,dancer_01,base
1282,1287,6.992596e-05,0.0,0.0,0.5231,dancer_01,base
1282,1289,3.6740483e-05,0.0,0.0,0.9659,dancer_01,base
1282,1291,1.4787682e-05,0.0,0.0,0.3446,dancer_01,base
1282,1292,0.0004475914,0.0,0.0,0.9431,dancer_01,base
1282,1298,0.013146395,0.0,0.0,0.534,dancer_01,base
1282,1299,9.73654e-05,0.0,0.0,0.9611,dancer_01,base
1282,1301,1.1669465e-07,0.0,0.0,0.9614,dancer_01,base
1282,1303,0.010117033,0.0,0.0,0.5369,dancer_01,base
1282,1305,1.9240319e-05,0.0,0.0,0.9596,dancer_01,base
131,1282,2.6001678e-06,0.0,0.0,0.9611,dancer_01,base
1282,1316,0.00048089668,1.0,0.0,0.9605,dancer_01,base
1282,1519,0.26286012,0.0,0.0,0.9622,dancer_01,base
1282,1522,0.00084852974,0.0,0.0,0.382,dancer_01,base
1282,1526,4.113124e-05,0.0,0.0,0.9199,dancer_01,base
1282,1527,0.0061478093,0.0,0.0,0.9751,dancer_01,base
1282,1530,2.6886762e-06,0.0,0.0,0.959,dancer_01,base
1282,1536,0.0021923585,0.0,0.0,0.3446,dancer_01,base
1282,1538,2.8470538e-07,0.0,0.0,0.9472,dancer_01,base
1282,1547,7.164121e-08,0.0,0.0,0.9453,dancer_01,base
1282,1548,0.0023856154,0.0,0.0,0.5275,dancer_01,base
1282,1549,0.00026421543,0.0,0.0,0.4997,dancer_01,base
159,1282,0.0012716843,0.0,0.0,0.5357,dancer_01,base
161,1282,5.8325124e-05,0.0,0.0,0.382,dancer_01,base
17,1282,0.0011199227,0.0,0.0,0.9611,dancer_01,base
180,1282,8.703494e-06,0.0,0.0,0.5231,dancer_01,base
186,1282,0.0013464842,0.0,0.0,0.3446,dancer_01,base
188,1282,0.00032783768,0.0,0.0,0.3446,dancer_01,base
19,1282,2.6398244e-05,0.0,0.0,0.3446,dancer_01,base
198,1282,4.4603763e-05,0.0,0.0,0.495,dancer_01,base
211,1282,0.026482463,0.0,0.0,0.3446,dancer_01,base
218,1282,0.00013795674,0.0,0.0,0.9507,dancer_01,base
219,1282,0.008156484,0.0,0.0,0.3446,dancer_01,base
224,1282,9.6946915e-06,0.0,0.0,0.3446,dancer_01,base
250,1282,8.600582e-05,0.0,0.0,0.4997,dancer_01,base
254,1282,2.0212738e-05,1.0,0.0,0.3446,dancer_01,base
262,1282,0.0010769936,0.0,0.0,0.9582,dancer_01,base
271,1282,0.002121067,0.0,0.0,0.3446,dancer_01,base
275,1282,0.0012702256,0.0,0.0,0.5231,dancer_01,base
279,1282,2.228129e-06,0.0,0.0,0.495,dancer_01,base
284,1282,3.6349462e-05,0.0,0.0,0.3446,dancer_01,base
289,1282,2.7155015e-06,0.0,0.0,0.9643,dancer_01,base
300,1282,0.004309222,0.0,0.0,0.3446,dancer_01,base
304,1282,0.0061177285,0.0,0.0,0.9524,dancer_01,base
314,1282,0.0012786071,0.0,0.0,0.9614,dancer_01,base
316,1282,8.020394e-05,0.0,0.0,0.495,dancer_01,base
320,1282,9.579743e-08,0.0,0.0,0.5329,dancer_01,base
328,1282,0.017308999,0.0,0.0,0.9688,dancer_01,base
34,1282,0.00022006077,0.0,0.0,0.9554,dancer_01,base
340,1282,0.00012911578,0.0,0.0,0.5284,dancer_01,base
342,1282,0.02751738,0.0,0.0,0.3446,dancer_01,base
344,1282,7.104948e-05,0.0,0.0,0.9615,dancer_01,base
363,1282,0.013082582,0.0,0.0,0.9614,dancer_01,base
377,1282,1.2619901e-05,0.0,0.0,0.3446,dancer_01,base
384,1282,8.385639e-05,0.0,0.0,0.9635,dancer_01,base
39,1282,2.5032811e-08,0.0,0.0,0.382,dancer_01,base
392,1282,0.003616273,0.0,0.0,0.9614,dancer_01,base
40,1282,0.0001278713,0.0,0.0,0.3446,dancer_01,base
445,1282,0.035206106,0.0,0.0,0.9614,dancer_01,base
452,1282,2.3660406e-05,0.0,0.0,0.382,dancer_01,base
453,1282,5.3750896e-06,0.0,0.0,0.3446,dancer_01,base
472,1282,0.00011204579,0.0,0.0,0.5413,dancer_01,base
485,1282,6.4171866e-07,0.0,0.0,0.3446,dancer_01,base
491,1282,0.99849653,1.0,1.0,0.196,dancer_01,base
498,1282,3.2903285e-05,0.0,0.0,0.3446,dancer_01,base
501,1282,0.0009241289,0.0,0.0,0.9493,dancer_01,base
507,1282,0.013413347,0.0,0.0,0.3446,dancer_01,base
520,1282,6.12126e-06,0.0,0.0,0.3446,dancer_01,base
523,1282,3.8935464e-06,0.0,0.0,0.3446,dancer_01,base
536,1282,2.6954644e-06,0.0,0.0,0.9591,dancer_01,base
55,1282,1.8004257e-06,0.0,0.0,0.3446,dancer_01,base
559,1282,7.8182964e-08,0.0,0.0,0.4393,dancer_01,base
560,1282,0.00029504008,0.0,0.0,0.4997,dancer_01,base
564,1282,2.187816e-07,0.0,0.0,0.3446,dancer_01,base
568,1282,0.01532147,0.0,0.0,0.4393,dancer_01,base
582,1282,0.0020130216,0.0,0.0,0.9609,dancer_01,base
583,1282,0.00023886989,0.0,0.0,0.3446,dancer_01,base
613,1282,0.00014741448,0.0,0.0,0.5375,dancer_01,base
617,1282,1.9777217e-06,0.0,0.0,0.3446,dancer_01,base
626,1282,0.00063092075,0.0,0.0,0.9508,dancer_01,base
628,1282,2.4249712e-06,0.0,0.0,0.382,dancer_01,base
639,1282,0.0019274591,0.0,0.0,0.9545,dancer_01,base
648,1282,2.5782165e-06,0.0,0.0,0.9596,dancer_01,base
649,1282,5.6883934e-08,0.0,0.0,0.5333,dancer_01,base
657,1282,4.586032e-05,0.0,0.0,0.3446,dancer_01,base
666,1282,0.00010188727,0.0,0.0,0.5329,dancer_01,base
685,1282,5.625205e-07,0.0,0.0,0.9499,dancer_01,base
692,1282,6.654814e-05,0.0,0.0,0.9657,dancer_01,base
694,1282,3.8605762e-08,0.0,0.0,0.3446,dancer_01,base
7,1282,0.25073427,0.0,0.0,0.9496,dancer_01,base
706,1282,1.0852475e-05,0.0,0.0,0.9643,dancer_01,base
707,1282,4.7484045e-06,0.0,0.0,0.9657,dancer_01,base
712,1282,0.005751533,0.0,0.0,0.3446,dancer_01,base
722,1282,0.005879098,0.0,0.0,0.947,dancer_01,base
75,1282,0.00017604511,0.0,0.0,0.9555,dancer_01,base
764,1282,2.7222944e-05,0.0,0.0,0.3446,dancer_01,base
771,1282,0.00027089776,0.0,0.0,0.9656,dancer_01,base
801,1282,1.0210151e-05,0.0,0.0,0.5329,dancer_01,base
803,1282,3.2331283e-08,0.0,0.0,0.382,dancer_01,base
811,1282,0.12753743,0.0,0.0,0.9508,dancer_01,base
817,1282,0.08838458,0.0,0.0,0.3446,dancer_01,base
822,1282,0.07154274,0.0,0.0,0.382,dancer_01,base
842,1282,3.1645355e-05,0.0,0.0,0.9596,dancer_01,base
869,1282,0.4838768,0.0,0.0,0.3446,dancer_01,base
881,1282,0.018676763,0.0,0.0,0.3446,dancer_01,base
898,1282,6.7170535e-05,0.0,0.0,0.9612,dancer_01,base
9,1282,2.4382239e-06,0.0,0.0,0.3446,dancer_01,base
903,1282,2.53364e-06,0.0,0.0,0.5152,dancer_01,base
912,1282,0.00030270778,0.0,0.0,0.495,dancer_01,base
955,1282,4.0483264e-06,0.0,0.0,0.9339,dancer_01,base
967,1282,1.6567814e-08,0.0,0.0,0.3446,dancer_01,base
97,1282,0.0021092664,0.0,0.0,0.9671,dancer_01,base
976,1282,0.018811533,0.0,0.0,0.5235,dancer_01,base
1283,1284,2.1554104e-06,0.0,0.0,0.5177,dancer_01,base
1283,1287,0.0073977113,0.0,0.0,0.5231,dancer_01,base
1283,1289,0.01351695,0.0,0.0,0.5318,dancer_01,base
1283,1291,9.713736e-05,0.0,0.0,0.3446,dancer_01,base
1283,1292,0.05666178,0.0,0.0,0.525,dancer_01,base
1283,1298,0.00077346084,0.0,0.0,0.534,dancer_01,base
1283,1299,0.00010155553,0.0,0.0,0.5343,dancer_01,base
1283,1301,0.67926633,0.0,0.0,0.5447,dancer_01,base
1283,1303,5.1522734e-06,0.0,0.0,0.5369,dancer_01,base
1283,1305,0.003893961,0.0,0.0,0.5235,dancer_01,base
131,1283,0.0033842705,0.0,0.0,0.5343,dancer_01,base
1283,1316,0.013481333,1.0,0.0,0.5308,dancer_01,base
1283,1519,0.0011910972,0.0,0.0,0.5215,dancer_01,base
1283,1522,9.547271e-05,0.0,0.0,0.382,dancer_01,base
1283,1526,0.44808,0.0,0.0,0.5349,dancer_01,base
1283,1527,1.1569701e-05,0.0,0.0,0.5292,dancer_01,base
1283,1530,0.0026926307,0.0,0.0,0.5333,dancer_01,base
1283,1536,9.1769874e-07,0.0,0.0,0.3446,dancer_01,base
1283,1538,0.42161444,0.0,0.0,0.5314,dancer_01,base
1283,1547,0.005919127,0.0,0.0,0.5044,dancer_01,base
1283,1548,0.0024679478,0.0,0.0,0.5275,dancer_01,base
1283,1549,1.3404945e-05,0.0,0.0,0.4997,dancer_01,base
159,1283,0.4756008,0.0,0.0,0.5357,dancer_01,base
161,1283,0.0712008,0.0,0.0,0.382,dancer_01,base
17,1283,0.816708,1.0,0.0,0.5343,dancer_01,base
180,1283,0.012922547,0.0,0.0,0.5231,dancer_01,base
186,1283,0.001284439,0.0,0.0,0.3446,dancer_01,base
188,1283,0.003606208,0.0,0.0,0.3446,dancer_01,base
19,1283,0.0016247985,0.0,0.0,0.3446,dancer_01,base
198,1283,8.852972e-06,0.0,0.0,0.495,dancer_01,base
211,1283,2.2060824e-06,0.0,0.0,0.3446,dancer_01,base
218,1283,0.08722451,0.0,0.0,0.5329,dancer_01,base
219,1283,0.0017860127,0.0,0.0,0.3446,dancer_01,base
224,1283,0.0040592467,0.0,0.0,0.3446,dancer_01,base
250,1283,2.2485874e-06,0.0,0.0,0.4997,dancer_01,base
254,1283,2.1301385e-06,0.0,0.0,0.3446,dancer_01,base
262,1283,0.0073038046,0.0,0.0,0.5253,dancer_01,base
271,1283,0.0017854084,0.0,0.0,0.3446,dancer_01,base
275,1283,0.024492834,0.0,0.0,0.5231,dancer_01,base
279,1283,0.00076295674,0.0,0.0,0.495,dancer_01,base
284,1283,0.10212668,0.0,0.0,0.3446,dancer_01,base
289,1283,0.084113464,0.0,0.0,0.5282,dancer_01,base
300,1283,0.0026225806,0.0,0.0,0.3446,dancer_01,base
304,1283,0.0041267225,0.0,0.0,0.5396,dancer_01,base
314,1283,0.060801663,0.0,0.0,0.5447,dancer_01,base
316,1283,0.033268597,0.0,0.0,0.495,dancer_01,base
320,1283,0.00088556774,0.0,0.0,0.5329,dancer_01,base
328,1283,0.004606473,0.0,0.0,0.5222,dancer_01,base
34,1283,0.15580864,0.0,0.0,0.5436,dancer_01,base
340,1283,0.0014061661,0.0,0.0,0.5284,dancer_01,base
342,1283,7.699032e-06,0.0,0.0,0.3446,dancer_01,base
344,1283,0.0047258767,0.0,0.0,0.524,dancer_01,base
